0,0,0.92388,0.382683,1.92388,0.382683,2.7899,-0.117317,
0,0,0.932361,0.361529,1.93216,0.381716,2.7831,-0.143549,
0,0,0.940358,0.340186,1.93954,0.380553,2.77466,-0.169522,
0,0,0.947867,0.318667,1.94603,0.379196,2.7646,-0.195212,
0,0,0.954883,0.296982,1.95162,0.37765,2.75294,-0.220595,
0,0,0.961403,0.275143,1.95631,0.375916,2.73968,-0.245647,
0,0,0.967424,0.25316,1.9601,0.373998,2.72483,-0.270345,
0,0,0.972943,0.231047,1.96297,0.3719,2.70842,-0.294666,
0,0,0.977956,0.208813,1.96494,0.369624,2.69045,-0.318586,
0,0,0.98246,0.186471,1.966,0.367174,2.67095,-0.342085,
0,0,0.986455,0.164032,1.96614,0.364553,2.64992,-0.365141,
0,0,0.989937,0.141508,1.96538,0.361766,2.62739,-0.387731,
0,0,0.992905,0.11891,1.9637,0.358815,2.60337,-0.409836,
0,0,0.995357,0.0962509,1.96111,0.355705,2.57789,-0.431435,
0,0,0.997292,0.0735415,1.95761,0.352439,2.55096,-0.452507,
0,0,0.998709,0.0507939,1.9532,0.349021,2.52261,-0.473035,
0,0,0.999607,0.0280198,1.94789,0.345455,2.49286,-0.492999,
0,0,0.999986,0.00523126,1.94166,0.341745,2.46173,-0.51238,
0,0,0.999846,-0.01756,1.93454,0.337896,2.42925,-0.531162,
0,0,0.999186,-0.0403422,1.92651,0.33391,2.39544,-0.549327,
0,0,0.998007,-0.0631034,1.91759,0.329793,2.36032,-0.566859,
0,0,0.99631,-0.0858319,1.90777,0.325549,2.32393,-0.583742,
0,0,0.994095,-0.108516,1.89707,0.321182,2.28629,-0.599961,
0,0,0.991363,-0.131143,1.88548,0.316695,2.24743,-0.6155,
0,0,0.988117,-0.153703,1.87301,0.312095,2.20738,-0.630347,
0,0,0.984358,-0.176182,1.85967,0.307384,2.16616,-0.644488,
0,0,0.980087,-0.19857,1.84545,0.302568,2.12381,-0.65791,
0,0,0.975307,-0.220855,1.83038,0.297651,2.08035,-0.670602,
0,0,0.97002,-0.243025,1.81445,0.292637,2.03583,-0.682552,
0,0,0.964229,-0.265069,1.79768,0.287531,1.99026,-0.693749,
0,0,0.957938,-0.286975,1.78006,0.282337,1.94369,-0.704184,
0,0,0.951149,-0.308732,1.76161,0.277061,1.89614,-0.713848,
0,0,0.943866,-0.330329,1.74234,0.271706,1.84766,-0.722732,
0,0,0.936092,-0.351754,1.72225,0.266277,1.79826,-0.730829,
0,0,0.927833,-0.372997,1.70135,0.26078,1.74799,-0.738132,
0,0,0.937642,-0.347604,1.64982,0.35439,1.77624,-0.637588,
0,0,0.946756,-0.321953,1.59161,0.442351,1.79699,-0.536333,
0,0,0.955168,-0.296064,1.52727,0.524118,1.81029,-0.434997,
0,0,0.962873,-0.269955,1.45741,0.599202,1.81625,-0.334195,
0,0,0.969864,-0.243647,1.38267,0.667172,1.81504,-0.234523,
0,0,0.976137,-0.217158,1.30374,0.727658,1.80687,-0.136554,
0,0,0.981686,-0.190508,1.22133,0.780354,1.79199,-0.0408338,
0,0,0.986507,-0.163716,1.13617,0.82502,1.7707,0.0521218,
0,0,0.990598,-0.136804,1.04903,0.861488,1.74336,0.141834,
0,0,0.993955,-0.10979,0.960655,0.889655,1.71034,0.22786,
0,0,0.996575,-0.0826948,0.871827,0.909494,1.67206,0.309799,
0,0,0.998457,-0.0555382,0.78331,0.921044,1.62895,0.387295,
0,0,0.999598,-0.0283406,0.695864,0.924416,1.5815,0.460036,
0,0,0.999999,-0.00112188,0.610234,0.919792,1.53018,0.527758,
0,0,0.999659,0.0260976,0.527142,0.907419,1.47551,0.590244,
0,0,0.998579,0.0532978,0.447286,0.88761,1.41799,0.647327,
0,0,0.996758,0.0804585,0.37133,0.86074,1.35815,0.69889,
0,0,0.994199,0.10756,0.299898,0.827244,1.2965,0.744865,
0,0,0.990903,0.134581,0.233572,0.787612,1.23357,0.785232,
0,0,0.986872,0.161503,0.172885,0.742385,1.16987,0.82002,
0,0,0.982111,0.188304,0.118317,0.69215,1.10589,0.849301,
0,0,0.976621,0.214967,0.0702903,0.637535,1.04213,0.873195,
0,0,0.963296,0.268442,0.0240528,0.611695,0.971452,0.93175,
0,0,0.947045,0.321101,-0.0181841,0.582507,0.897465,0.984487,
0,0,0.927917,0.372786,-0.0561797,0.550417,0.82065,1.03122,
0,0,0.905972,0.423338,-0.0897365,0.515885,0.741506,1.0718,
0,0,0.881275,0.472605,-0.118702,0.479385,0.660535,1.10611,
0,0,0.867508,0.497424,-0.132121,0.524691,0.632167,1.16957,
0,0,0.853042,0.521843,-0.145818,0.569585,0.603098,1.23225,
0,0,0.837889,0.545841,-0.159783,0.614038,0.573347,1.29413,
0,0,0.822061,0.5694,-0.174005,0.658024,0.542934,1.35516,
0,0,0.80557,0.5925,-0.18847,0.701513,0.511881,1.41531,
0,0,0.788431,0.615123,-0.203167,0.744479,0.48021,1.47455,
0,0,0.770657,0.63725,-0.218083,0.786896,0.447941,1.53283,
0,0,0.752262,0.658864,-0.233204,0.828736,0.415099,1.59012,
0,0,0.733261,0.679947,-0.248518,0.869974,0.381707,1.64639,
0,0,0.713669,0.700483,-0.26401,0.910585,0.347787,1.7016,
0,0,0.693503,0.720454,-0.279666,0.950543,0.313365,1.75572,
0,0,0.672778,0.739845,-0.295473,0.989825,0.278465,1.80872,
0,0,0.651511,0.75864,-0.311415,1.02841,0.243112,1.86057,
0,0,0.629719,0.776823,-0.327478,1.06626,0.207332,1.91123,
0,0,0.607419,0.794381,-0.343646,1.10337,0.171151,1.96068,
0,0,0.584631,0.811299,-0.359904,1.13971,0.134596,2.00889,
0,0,0.561371,0.827564,-0.376237,1.17526,0.0976923,2.05582,
0,0,0.53766,0.843162,-0.392628,1.20999,0.0604684,2.10145,
0,0,0.513515,0.858081,-0.409062,1.24389,0.0229516,2.14576,
0,0,0.488957,0.872308,-0.425522,1.27694,-0.0148304,2.18872,
0,0,0.464004,0.885833,-0.441992,1.30912,-0.0528494,2.2303,
0,0,0.438678,0.898644,-0.458455,1.3404,-0.0910769,2.27048,
0,0,0.412999,0.910732,-0.474895,1.37078,-0.129484,2.30923,
0,0,0.386987,0.922085,-0.491295,1.40023,-0.168042,2.34654,
0,0,0.360663,0.932696,-0.507638,1.42873,-0.206722,2.38238,
0,0,0.334048,0.942556,-0.523907,1.45628,-0.245494,2.41674,
0,0,0.307165,0.951656,-0.540085,1.48285,-0.284329,2.44959,
0,0,0.280034,0.95999,-0.556155,1.50843,-0.323197,2.48092,
0,0,0.252678,0.967551,-0.572099,1.53301,-0.362069,2.5107,
0,0,0.225118,0.974332,-0.587901,1.55657,-0.400914,2.53893,
0,0,0.197376,0.980328,-0.603542,1.5791,-0.439702,2.56559,
0,0,0.169476,0.985534,-0.619007,1.60059,-0.478403,2.59066,
0,0,0.141439,0.989947,-0.634276,1.62103,-0.516988,2.61413,
0,0,0.113288,0.993562,-0.649334,1.64041,-0.555426,2.63599,
0,0,0.085046,0.996377,-0.664164,1.65871,-0.593687,2.65622,
0,0,0.0567354,0.998389,-0.678747,1.67593,-0.63174,2.67483,
0,0,0.0283791,0.999597,-0.693067,1.69207,-0.669557,2.69179,
0,0,6.12323e-17,1,-0.707107,1.70711,-0.707107,2.70711,
